,user,item,rating,review
2580,119,590,5.0,"Good action, easy adjustment, noise free - great value"
2581,167,393,5.0,Outstanding product!
2582,186,136,5.0,Good Product
2583,7,714,5.0,ModTone Guitar Effects Mini Mod Series MTM-DLY
2584,6,159,3.0,Requires a mod to reach it's potential
2585,88,755,2.0,Not much help
2586,84,127,5.0,$10 Dream Come True
2587,156,765,4.0,"Good sturdy stands, but not as wide as I'd like, and a pain to adjust"
2588,153,222,5.0,Great sounding on a 3 string Cigar Box guitar
2589,140,303,5.0,Coool
2590,108,670,5.0,perfect!
2591,121,370,3.0,Medium results
2592,91,223,5.0,guitar stand
2593,54,466,4.0,Good
2594,141,507,5.0,"These work fine, no issues"
2595,40,52,3.0,Im not sure really
2596,92,788,5.0,Good pick holder
2597,63,455,5.0,A step up
2598,57,697,4.0,A great tool
2599,175,555,5.0,Quality and Design
2600,116,716,5.0,good padded stand
2601,149,11,5.0,Replaced My SM-58
2602,66,471,5.0,Excellent tone
2603,55,615,1.0,Crap
2604,177,646,3.0,"Excellent quality, but short"
2605,67,756,5.0,Great pedal for the price
2606,145,401,5.0,Excellent strings!
2607,90,285,3.0,A decent adapter
2608,118,259,5.0,Great Stand
2609,118,562,5.0,Nice Heavy Distortion
2610,167,52,5.0,Best String Cleaner
2611,135,237,5.0,Great stand
2612,162,597,5.0,Beautiful feel and works with my Casio PX-320 and Roland RD-300NX
2613,140,2,4.0,Good
2614,101,509,4.0,Small but fragile and not so easily portable
2615,185,496,5.0,No complaints
2616,14,620,5.0,Nice accessory
2617,108,104,5.0,Good Wah pedal for the price.
2618,74,141,4.0,An Essential Compressor That I Prefer Over Boss
2619,183,789,5.0,Even my mother loved it...
2620,47,771,3.0,Great design - love the switch
2621,35,598,5.0,This cleaning kit is great
2622,131,731,5.0,Five Stars
2623,138,786,5.0,Great Durable Pedal Cable
2624,20,433,4.0,Screws for pickups and switches
2625,1,800,5.0,My new pick-of-choice (replacing the Dunlop Orange)
2626,127,385,4.0,Really Good
2627,180,707,5.0,As good as it gets
2628,121,501,5.0,GREAT tube sound
2629,55,580,5.0,Love it
2630,153,189,4.0,Vintage sound without vintage pedal pricing!
2631,100,326,5.0,The best cheap cord on Amazon. Period.
2632,20,460,5.0,Built like a hammer. Better than some hammers actually.
2633,40,637,5.0,Excelent product
2634,86,486,5.0,Great Microphone
2635,1,425,5.0,An instant classic...inspired by a classic effect
2636,27,375,1.0,Not Wide Enough
2637,23,466,5.0,Use both 9s and 10s on all but Gibson LP's
2638,79,516,5.0,I tried several microphones
2639,117,7,4.0,A pretty darn good flanger.
2640,75,49,4.0,An inexpensive but functional piece of rubber
2641,0,264,5.0,Perfection
2642,177,626,5.0,Solid 5 star product
2643,89,550,4.0,Strong competitor to Blue's Snowflake
2644,150,466,5.0,"Full, thick sound"
2645,161,732,5.0,Sounds great
2646,77,387,5.0,Great strings.
2647,136,532,5.0,Just what I needed.
2648,0,684,3.0,Decent
2649,176,135,3.0,"Smaller than ""normal"" picks"
2650,129,357,3.0,Provides Some Protection
2651,98,181,3.0,I like the cactus picks better
2652,155,640,5.0,Versatile overdrive
2653,115,665,3.0,Challenging To Apply
2654,42,455,3.0,"Good case, some of the harps out of tune..."
2655,38,716,4.0,Great buy
2656,105,78,5.0,"Great Guitar Cable, Good Value - Highly Recommended"
2657,172,462,5.0,Great tone
2658,176,306,4.0,Simple and sturdy
2659,34,698,5.0,Very thin! But great for acoustic guitar strumming.
2660,51,566,5.0,Korg GA1 Guitar and Bass Tuner
2661,147,587,5.0,Good strings
2662,150,600,5.0,Great Cables for Pedals
2663,150,493,5.0,These Strings are Awesome
2664,155,315,5.0,Perfect fit on a Strato Made in Mexico
2665,170,156,5.0,made right.
2666,114,576,5.0,Excellent beginner's guitar
2667,177,38,5.0,No compromises excellent cable
2668,150,138,4.0,Decent Slide
2669,23,78,5.0,Good cables
2670,58,15,3.0,I thought my fingers were medium according to the sizing ...
2671,74,48,5.0,Perfect For Guitar Cleaning And String Changes
2672,65,600,4.0,Good Product
2673,88,95,5.0,I use this as a mic stand for micing a bass drum
2674,83,49,5.0,Simple but effective
2675,24,532,5.0,Nice Picks
2676,79,35,5.0,Simple mixer works great
2677,14,599,5.0,High quality cable
2678,2,470,4.0,Great for bass strings!
2679,80,646,4.0,good for the money but does not fit all guitars
2680,182,166,4.0,Great Unit
2681,137,578,5.0,"NOT MY FIRST, NOR MY LAST!"
2682,88,644,5.0,"Maybe I just got a bad one, but..."
2683,174,337,5.0,like it
2684,90,146,4.0,Its a straight mic stand
2685,13,473,5.0,Better than a Tubescreamer for 1/4 the price.
2686,45,467,5.0,Good for bands where you don't have a rhythm guitarist.
2687,6,294,5.0,Nice sounding and inexpensive GT-2 type pedal
2688,47,656,5.0,"Excellent quality construction and materials, very comfortable, length just right"
2689,59,466,5.0,My favorite strings
2690,135,115,5.0,Great tone and less noise
2691,161,433,5.0,Fender Origional Parts/Pickup Screws
2692,149,41,4.0,Decent inexpensive cable
2693,129,394,5.0,Excellent Pickup!
2694,148,787,5.0,Best 12-String Capo Ever
2695,41,341,4.0,Hold mic well in place
2696,106,555,5.0,Handy tool to have around
2697,48,223,3.0,You get what you pay for
2698,72,139,5.0,very good
2699,115,96,5.0,Easy To Use
2700,27,135,5.0,Incredibly Durable
2701,166,596,5.0,More than guitars and bass
2702,90,533,3.0,Another decent adapter
2703,171,212,5.0,For the price - an easy 5 stars
2704,116,204,5.0,nice retro look quality cable
2705,176,195,4.0,Have been using these ever since first try
2706,39,697,1.0,Color Coding Helps the sound engineer
2707,104,184,5.0,innovative capo
2708,75,615,4.0,Works well with guitar amps (if ou tighten the set screws)
2709,8,585,5.0,Works.
2710,149,78,4.0,So Far So Good
2711,122,673,5.0,Good strings for my 3/4 size acoustic guitar
2712,20,37,5.0,Great 5-way switch
2713,30,564,5.0,Just plain awesome
2714,42,756,4.0,"Good effect, one problem"
2715,123,555,5.0,Great Tool
